User,STweekDay,STdateOnly,SThourOfDay,actID,activityName,stTS,distInMPrev,durInSecPrev,SMinsSinceMidnight,durationInSeconds,ETweekDay,ETdateOnly,EThourOfDay
0,1,2014-02-10,17,0,Others,2014-02-10T17:50:21Z,0,0,1070,711,1,2014-02-10,18
0,1,2014-02-10,18,2,Computer,2014-02-10T18:02:12Z,0,0,1082,134,1,2014-02-10,18
0,1,2014-02-10,18,0,Others,2014-02-10T18:04:26Z,0,0,1084,135,1,2014-02-10,18
0,1,2014-02-10,18,3,Eating,2014-02-10T18:06:41Z,0,0,1086,38,1,2014-02-10,18
0,1,2014-02-10,18,0,Others,2014-02-10T18:07:19Z,0,0,1087,137,1,2014-02-10,18
0,1,2014-02-10,18,3,Eating,2014-02-10T18:09:36Z,0,0,1089,120,1,2014-02-10,18
0,1,2014-02-10,18,0,Others,2014-02-10T18:11:36Z,0,0,1091,28,1,2014-02-10,18
0,1,2014-02-10,18,2,Computer,2014-02-10T18:12:04Z,0,0,1092,178,1,2014-02-10,18
0,1,2014-02-10,18,0,Others,2014-02-10T18:15:02Z,0,0,1095,102,1,2014-02-10,18
0,1,2014-02-10,18,2,Computer,2014-02-10T18:16:44Z,0,0,1096,1124,1,2014-02-10,18
0,1,2014-02-10,18,0,Others,2014-02-10T18:35:28Z,0,0,1115,61,1,2014-02-10,18
0,1,2014-02-10,18,2,Computer,2014-02-10T18:36:29Z,0,0,1116,30,1,2014-02-10,18
0,1,2014-02-10,18,0,Others,2014-02-10T18:36:59Z,0,0,1116,32,1,2014-02-10,18
0,1,2014-02-10,18,2,Computer,2014-02-10T18:37:31Z,0,0,1117,184,1,2014-02-10,18
0,1,2014-02-10,18,0,Others,2014-02-10T18:40:35Z,0,0,1120,158,1,2014-02-10,18
0,1,2014-02-10,18,2,Computer,2014-02-10T18:43:13Z,0,0,1123,1772,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:12:45Z,0,0,1152,28,1,2014-02-10,19
0,1,2014-02-10,19,2,Computer,2014-02-10T19:13:13Z,0,0,1153,65,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:14:18Z,0,0,1154,27,1,2014-02-10,19
0,1,2014-02-10,19,2,Computer,2014-02-10T19:14:45Z,0,0,1154,28,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:15:13Z,0,0,1155,57,1,2014-02-10,19
0,1,2014-02-10,19,2,Computer,2014-02-10T19:16:10Z,0,0,1156,55,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:17:05Z,0,0,1157,172,1,2014-02-10,19
0,1,2014-02-10,19,3,Eating,2014-02-10T19:19:57Z,0,0,1159,29,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:20:26Z,0,0,1160,140,1,2014-02-10,19
0,1,2014-02-10,19,2,Computer,2014-02-10T19:22:46Z,0,0,1162,34,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:23:20Z,0,0,1163,169,1,2014-02-10,19
0,1,2014-02-10,19,2,Computer,2014-02-10T19:26:09Z,0,0,1166,84,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:27:33Z,0,0,1167,28,1,2014-02-10,19
0,1,2014-02-10,19,2,Computer,2014-02-10T19:28:01Z,0,0,1168,30,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:28:31Z,0,0,1168,1802,1,2014-02-10,19
0,1,2014-02-10,19,2,Computer,2014-02-10T19:58:33Z,0,0,1198,27,1,2014-02-10,19
0,1,2014-02-10,19,0,Others,2014-02-10T19:59:00Z,0,0,1199,792,1,2014-02-10,20
0,1,2014-02-10,20,2,Computer,2014-02-10T20:12:12Z,0,0,1212,28,1,2014-02-10,20
0,1,2014-02-10,20,0,Others,2014-02-10T20:12:40Z,0,0,1212,1052,1,2014-02-10,20
0,1,2014-02-10,20,2,Computer,2014-02-10T20:30:12Z,0,0,1230,29,1,2014-02-10,20
0,1,2014-02-10,20,0,Others,2014-02-10T20:30:41Z,0,0,1230,1883,1,2014-02-10,21
0,1,2014-02-10,21,11,Unknown,2014-02-10T21:02:04Z,0,0,1262,10676,1,2014-02-10,23
0,2,2014-02-11,0,11,Unknown,2014-02-11T00:00:00Z,0,0,0,54228,2,2014-02-11,15
0,2,2014-02-11,15,0,Others,2014-02-11T15:03:48Z,0,0,903,443,2,2014-02-11,15
0,2,2014-02-11,15,2,Computer,2014-02-11T15:11:11Z,0,0,911,214,2,2014-02-11,15
0,2,2014-02-11,15,0,Others,2014-02-11T15:14:45Z,0,0,914,28,2,2014-02-11,15
0,2,2014-02-11,15,9,Socialising,2014-02-11T15:15:13Z,0,0,915,225,2,2014-02-11,15
0,2,2014-02-11,15,2,Computer,2014-02-11T15:18:58Z,0,0,918,29,2,2014-02-11,15
0,2,2014-02-11,15,0,Others,2014-02-11T15:19:27Z,0,0,919,29,2,2014-02-11,15
0,2,2014-02-11,15,2,Computer,2014-02-11T15:19:56Z,0,0,919,165,2,2014-02-11,15
0,2,2014-02-11,15,0,Others,2014-02-11T15:22:41Z,0,0,922,426,2,2014-02-11,15
0,2,2014-02-11,15,9,Socialising,2014-02-11T15:29:47Z,0,0,929,117,2,2014-02-11,15
0,2,2014-02-11,15,2,Computer,2014-02-11T15:31:44Z,0,0,931,697,2,2014-02-11,15
0,2,2014-02-11,15,0,Others,2014-02-11T15:43:21Z,0,0,943,28,2,2014-02-11,15
0,2,2014-02-11,15,2,Computer,2014-02-11T15:43:49Z,0,0,943,28,2,2014-02-11,15
0,2,2014-02-11,15,0,Others,2014-02-11T15:44:17Z,0,0,944,278,2,2014-02-11,15
0,2,2014-02-11,15,9,Socialising,2014-02-11T15:48:55Z,0,0,948,30,2,2014-02-11,15
0,2,2014-02-11,15,0,Others,2014-02-11T15:49:25Z,0,0,949,878,2,2014-02-11,16
0,2,2014-02-11,16,2,Computer,2014-02-11T16:04:03Z,0,0,964,229,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:07:52Z,0,0,967,29,2,2014-02-11,16
0,2,2014-02-11,16,2,Computer,2014-02-11T16:08:21Z,0,0,968,73,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:09:34Z,0,0,969,139,2,2014-02-11,16
0,2,2014-02-11,16,2,Computer,2014-02-11T16:11:53Z,0,0,971,520,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:20:33Z,0,0,980,55,2,2014-02-11,16
0,2,2014-02-11,16,3,Eating,2014-02-11T16:21:28Z,0,0,981,92,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:23:00Z,0,0,983,82,2,2014-02-11,16
0,2,2014-02-11,16,3,Eating,2014-02-11T16:24:22Z,0,0,984,117,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:26:19Z,0,0,986,70,2,2014-02-11,16
0,2,2014-02-11,16,9,Socialising,2014-02-11T16:27:29Z,0,0,987,29,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:27:58Z,0,0,987,349,2,2014-02-11,16
0,2,2014-02-11,16,2,Computer,2014-02-11T16:33:47Z,0,0,993,83,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:35:10Z,0,0,995,29,2,2014-02-11,16
0,2,2014-02-11,16,2,Computer,2014-02-11T16:35:39Z,0,0,995,229,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:39:28Z,0,0,999,28,2,2014-02-11,16
0,2,2014-02-11,16,2,Computer,2014-02-11T16:39:56Z,0,0,999,157,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:42:33Z,0,0,1002,297,2,2014-02-11,16
0,2,2014-02-11,16,2,Computer,2014-02-11T16:47:30Z,0,0,1007,237,2,2014-02-11,16
0,2,2014-02-11,16,0,Others,2014-02-11T16:51:27Z,0,0,1011,742,2,2014-02-11,17
0,2,2014-02-11,17,2,Computer,2014-02-11T17:03:49Z,0,0,1023,245,2,2014-02-11,17
0,2,2014-02-11,17,9,Socialising,2014-02-11T17:07:54Z,0,0,1027,65,2,2014-02-11,17
0,2,2014-02-11,17,0,Others,2014-02-11T17:08:59Z,0,0,1028,1825,2,2014-02-11,17
0,2,2014-02-11,17,3,Eating,2014-02-11T17:39:24Z,0,0,1059,174,2,2014-02-11,17
0,2,2014-02-11,17,0,Others,2014-02-11T17:42:18Z,0,0,1062,28,2,2014-02-11,17
0,2,2014-02-11,17,2,Computer,2014-02-11T17:42:46Z,0,0,1062,296,2,2014-02-11,17
0,2,2014-02-11,17,0,Others,2014-02-11T17:47:42Z,0,0,1067,1955,2,2014-02-11,18
0,2,2014-02-11,18,11,Unknown,2014-02-11T18:20:17Z,0,0,1100,2419,2,2014-02-11,19
0,2,2014-02-11,19,0,Others,2014-02-11T19:00:36Z,0,0,1140,53,2,2014-02-11,19
0,2,2014-02-11,19,9,Socialising,2014-02-11T19:01:29Z,0,0,1141,56,2,2014-02-11,19
0,2,2014-02-11,19,0,Others,2014-02-11T19:02:25Z,0,0,1142,27,2,2014-02-11,19
0,2,2014-02-11,19,9,Socialising,2014-02-11T19:02:52Z,0,0,1142,213,2,2014-02-11,19
0,2,2014-02-11,19,0,Others,2014-02-11T19:06:25Z,0,0,1146,29,2,2014-02-11,19
0,2,2014-02-11,19,9,Socialising,2014-02-11T19:06:54Z,0,0,1146,66,2,2014-02-11,19
0,2,2014-02-11,19,0,Others,2014-02-11T19:08:00Z,0,0,1148,55,2,2014-02-11,19
0,2,2014-02-11,19,9,Socialising,2014-02-11T19:08:55Z,0,0,1148,3252,2,2014-02-11,20
0,2,2014-02-11,20,0,Others,2014-02-11T20:03:07Z,0,0,1203,267,2,2014-02-11,20
0,2,2014-02-11,20,9,Socialising,2014-02-11T20:07:34Z,0,0,1207,3382,2,2014-02-11,21
0,2,2014-02-11,21,11,Unknown,2014-02-11T21:03:56Z,0,0,1263,10564,2,2014-02-11,23
1,1,2014-02-24,15,2,Computer,2014-02-24T15:28:37Z,0,-9999,928,12,1,2014-02-24,15
1,1,2014-02-24,15,0,Others,2014-02-24T15:28:49Z,0,0,928,21,1,2014-02-24,15
1,1,2014-02-24,15,2,Computer,2014-02-24T15:29:10Z,0,0,929,96,1,2014-02-24,15
1,1,2014-02-24,15,0,Others,2014-02-24T15:30:46Z,0,0,930,666,1,2014-02-24,15
1,1,2014-02-24,15,2,Computer,2014-02-24T15:41:52Z,0,0,941,300,1,2014-02-24,15
1,1,2014-02-24,15,0,Others,2014-02-24T15:46:52Z,0,0,946,12,1,2014-02-24,15
1,1,2014-02-24,15,2,Computer,2014-02-24T15:47:04Z,0,0,947,40,1,2014-02-24,15
1,1,2014-02-24,15,0,Others,2014-02-24T15:47:44Z,0,0,947,671,1,2014-02-24,15
1,1,2014-02-24,15,2,Computer,2014-02-24T15:58:55Z,0,0,958,720,1,2014-02-24,16
1,1,2014-02-24,16,0,Others,2014-02-24T16:10:55Z,0,0,970,198,1,2014-02-24,16
1,1,2014-02-24,16,2,Computer,2014-02-24T16:14:13Z,0,0,974,13,1,2014-02-24,16
1,1,2014-02-24,16,0,Others,2014-02-24T16:14:26Z,0,0,974,68,1,2014-02-24,16
1,1,2014-02-24,16,2,Computer,2014-02-24T16:15:34Z,0,0,975,11,1,2014-02-24,16
1,1,2014-02-24,16,0,Others,2014-02-24T16:15:45Z,0,0,975,101,1,2014-02-24,16
1,1,2014-02-24,16,2,Computer,2014-02-24T16:17:26Z,0,0,977,11,1,2014-02-24,16
1,1,2014-02-24,16,1,Commuting,2014-02-24T16:17:37Z,0,0,977,182,1,2014-02-24,16
1,1,2014-02-24,16,0,Others,2014-02-24T16:20:39Z,0,0,980,36,1,2014-02-24,16
1,1,2014-02-24,16,2,Computer,2014-02-24T16:21:15Z,0,0,981,217,1,2014-02-24,16
1,1,2014-02-24,16,1,Commuting,2014-02-24T16:24:52Z,0,0,984,15,1,2014-02-24,16
1,1,2014-02-24,16,2,Computer,2014-02-24T16:25:07Z,0,0,985,13,1,2014-02-24,16
1,1,2014-02-24,16,1,Commuting,2014-02-24T16:25:20Z,0,0,985,156,1,2014-02-24,16
1,1,2014-02-24,16,0,Others,2014-02-24T16:27:56Z,0,0,987,11,1,2014-02-24,16
1,1,2014-02-24,16,2,Computer,2014-02-24T16:28:07Z,0,0,988,73,1,2014-02-24,16
1,1,2014-02-24,16,1,Commuting,2014-02-24T16:29:20Z,0,0,989,1897,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:00:57Z,0,0,1020,14,1,2014-02-24,17
1,1,2014-02-24,17,1,Commuting,2014-02-24T17:01:11Z,0,0,1021,27,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:01:38Z,0,0,1021,26,1,2014-02-24,17
1,1,2014-02-24,17,2,Computer,2014-02-24T17:02:04Z,0,0,1022,11,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:02:15Z,0,0,1022,13,1,2014-02-24,17
1,1,2014-02-24,17,2,Computer,2014-02-24T17:02:28Z,0,0,1022,12,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:02:40Z,0,0,1022,13,1,2014-02-24,17
1,1,2014-02-24,17,1,Commuting,2014-02-24T17:02:53Z,0,0,1022,12,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:03:05Z,0,0,1023,13,1,2014-02-24,17
1,1,2014-02-24,17,1,Commuting,2014-02-24T17:03:18Z,0,0,1023,94,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:04:52Z,0,0,1024,49,1,2014-02-24,17
1,1,2014-02-24,17,2,Computer,2014-02-24T17:05:41Z,0,0,1025,12,1,2014-02-24,17
1,1,2014-02-24,17,1,Commuting,2014-02-24T17:05:53Z,0,0,1025,32,1,2014-02-24,17
1,1,2014-02-24,17,2,Computer,2014-02-24T17:06:25Z,0,0,1026,45,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:07:10Z,0,0,1027,12,1,2014-02-24,17
1,1,2014-02-24,17,2,Computer,2014-02-24T17:07:22Z,0,0,1027,62,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:08:24Z,0,0,1028,52,1,2014-02-24,17
1,1,2014-02-24,17,2,Computer,2014-02-24T17:09:16Z,0,0,1029,19,1,2014-02-24,17
1,1,2014-02-24,17,1,Commuting,2014-02-24T17:09:35Z,0,0,1029,12,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:09:47Z,0,0,1029,25,1,2014-02-24,17
1,1,2014-02-24,17,1,Commuting,2014-02-24T17:10:12Z,0,0,1030,74,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:11:26Z,0,0,1031,12,1,2014-02-24,17
1,1,2014-02-24,17,1,Commuting,2014-02-24T17:11:38Z,0,0,1031,12,1,2014-02-24,17
1,1,2014-02-24,17,2,Computer,2014-02-24T17:11:50Z,0,0,1031,11,1,2014-02-24,17
1,1,2014-02-24,17,0,Others,2014-02-24T17:12:01Z,0,0,1032,444,1,2014-02-24,17
1,1,2014-02-24,17,2,Computer,2014-02-24T17:19:25Z,0,0,1039,2717,1,2014-02-24,18
1,1,2014-02-24,18,0,Others,2014-02-24T18:04:42Z,0,0,1084,1858,1,2014-02-24,18
1,1,2014-02-24,18,11,Unknown,2014-02-24T18:35:40Z,0,0,1115,1983,1,2014-02-24,19
1,1,2014-02-24,19,0,Others,2014-02-24T19:08:43Z,0,0,1148,190,1,2014-02-24,19
1,1,2014-02-24,19,7,Preparing Food,2014-02-24T19:11:53Z,0,0,1151,15,1,2014-02-24,19
1,1,2014-02-24,19,0,Others,2014-02-24T19:12:08Z,0,0,1152,11,1,2014-02-24,19
1,1,2014-02-24,19,7,Preparing Food,2014-02-24T19:12:19Z,0,0,1152,849,1,2014-02-24,19
1,1,2014-02-24,19,0,Others,2014-02-24T19:26:28Z,0,0,1166,10,1,2014-02-24,19
1,1,2014-02-24,19,7,Preparing Food,2014-02-24T19:26:38Z,0,0,1166,191,1,2014-02-24,19
1,1,2014-02-24,19,0,Others,2014-02-24T19:29:49Z,0,0,1169,10,1,2014-02-24,19
1,1,2014-02-24,19,3,Eating,2014-02-24T19:29:59Z,0,0,1169,236,1,2014-02-24,19
1,1,2014-02-24,19,0,Others,2014-02-24T19:33:55Z,0,0,1173,38,1,2014-02-24,19
1,1,2014-02-24,19,3,Eating,2014-02-24T19:34:33Z,0,0,1174,567,1,2014-02-24,19
1,1,2014-02-24,19,0,Others,2014-02-24T19:44:00Z,0,0,1184,2040,1,2014-02-24,20
1,1,2014-02-24,20,11,Unknown,2014-02-24T20:18:00Z,0,0,1218,13320,1,2014-02-24,23
1,2,2014-02-25,0,11,Unknown,2014-02-25T00:00:00Z,0,0,0,38186,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:36:26Z,0,0,636,394,2,2014-02-25,10
1,2,2014-02-25,10,2,Computer,2014-02-25T10:43:00Z,0,0,643,16,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:43:16Z,0,0,643,212,2,2014-02-25,10
1,2,2014-02-25,10,2,Computer,2014-02-25T10:46:48Z,0,0,646,15,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:47:03Z,0,0,647,49,2,2014-02-25,10
1,2,2014-02-25,10,2,Computer,2014-02-25T10:47:52Z,0,0,647,10,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:48:02Z,0,0,648,45,2,2014-02-25,10
1,2,2014-02-25,10,2,Computer,2014-02-25T10:48:47Z,0,0,648,12,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:48:59Z,0,0,648,10,2,2014-02-25,10
1,2,2014-02-25,10,2,Computer,2014-02-25T10:49:09Z,0,0,649,54,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:50:03Z,0,0,650,105,2,2014-02-25,10
1,2,2014-02-25,10,2,Computer,2014-02-25T10:51:48Z,0,0,651,18,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:52:06Z,0,0,652,127,2,2014-02-25,10
1,2,2014-02-25,10,2,Computer,2014-02-25T10:54:13Z,0,0,654,165,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:56:58Z,0,0,656,12,2,2014-02-25,10
1,2,2014-02-25,10,2,Computer,2014-02-25T10:57:10Z,0,0,657,164,2,2014-02-25,10
1,2,2014-02-25,10,0,Others,2014-02-25T10:59:54Z,0,0,659,114,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:01:48Z,0,0,661,40,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:02:28Z,0,0,662,15,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:02:43Z,0,0,662,381,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:09:04Z,0,0,669,17,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:09:21Z,0,0,669,27,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:09:48Z,0,0,669,46,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:10:34Z,0,0,670,14,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:10:48Z,0,0,670,22,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:11:10Z,0,0,671,17,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:11:27Z,0,0,671,44,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:12:11Z,0,0,672,11,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:12:22Z,0,0,672,21,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:12:43Z,0,0,672,11,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:12:54Z,0,0,672,11,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:13:05Z,0,0,673,13,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:13:18Z,0,0,673,13,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:13:31Z,0,0,673,66,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:14:37Z,0,0,674,37,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:15:14Z,0,0,675,32,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:15:46Z,0,0,675,17,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:16:03Z,0,0,676,11,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:16:14Z,0,0,676,10,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:16:24Z,0,0,676,29,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:16:53Z,0,0,676,259,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:21:12Z,0,0,681,24,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:21:36Z,0,0,681,10,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:21:46Z,0,0,681,25,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:22:11Z,0,0,682,36,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:22:47Z,0,0,682,11,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:22:58Z,0,0,682,44,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:23:42Z,0,0,683,69,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:24:51Z,0,0,684,42,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:25:33Z,0,0,685,52,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:26:25Z,0,0,686,134,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:28:39Z,0,0,688,29,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:29:08Z,0,0,689,60,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:30:08Z,0,0,690,25,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:30:33Z,0,0,690,24,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:30:57Z,0,0,690,40,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:31:37Z,0,0,691,78,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:32:55Z,0,0,692,23,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:33:18Z,0,0,693,24,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:33:42Z,0,0,693,21,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:34:03Z,0,0,694,14,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:34:17Z,0,0,694,32,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:34:49Z,0,0,694,26,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:35:15Z,0,0,695,36,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:35:51Z,0,0,695,11,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:36:02Z,0,0,696,17,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:36:19Z,0,0,696,25,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:36:44Z,0,0,696,20,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:37:04Z,0,0,697,62,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:38:06Z,0,0,698,44,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:38:50Z,0,0,698,48,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:39:38Z,0,0,699,16,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:39:54Z,0,0,699,128,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:42:02Z,0,0,702,12,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:42:14Z,0,0,702,176,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:45:10Z,0,0,705,10,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:45:20Z,0,0,705,19,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:45:39Z,0,0,705,23,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:46:02Z,0,0,706,41,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:46:43Z,0,0,706,48,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:47:31Z,0,0,707,135,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:49:46Z,0,0,709,11,2,2014-02-25,11
1,2,2014-02-25,11,1,Commuting,2014-02-25T11:49:57Z,0,0,709,23,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:50:20Z,0,0,710,11,2,2014-02-25,11
1,2,2014-02-25,11,1,Commuting,2014-02-25T11:50:31Z,0,0,710,35,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:51:06Z,0,0,711,72,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:52:18Z,0,0,712,11,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:52:29Z,0,0,712,65,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:53:34Z,0,0,713,13,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:53:47Z,0,0,713,63,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:54:50Z,0,0,714,44,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:55:34Z,0,0,715,11,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:55:45Z,0,0,715,29,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:56:14Z,0,0,716,72,2,2014-02-25,11
1,2,2014-02-25,11,2,Computer,2014-02-25T11:57:26Z,0,0,717,13,2,2014-02-25,11
1,2,2014-02-25,11,0,Others,2014-02-25T11:57:39Z,0,0,717,67,2,2014-02-25,11
1,2,2014-02-25,11,1,Commuting,2014-02-25T11:58:46Z,0,0,718,91,2,2014-02-25,12
1,2,2014-02-25,12,0,Others,2014-02-25T12:00:17Z,0,0,720,22,2,2014-02-25,12
1,2,2014-02-25,12,2,Computer,2014-02-25T12:00:39Z,0,0,720,110,2,2014-02-25,12
1,2,2014-02-25,12,0,Others,2014-02-25T12:02:29Z,0,0,722,10,2,2014-02-25,12
1,2,2014-02-25,12,2,Computer,2014-02-25T12:02:39Z,0,0,722,66,2,2014-02-25,12
1,2,2014-02-25,12,0,Others,2014-02-25T12:03:45Z,0,0,723,47,2,2014-02-25,12
1,2,2014-02-25,12,2,Computer,2014-02-25T12:04:32Z,0,0,724,45,2,2014-02-25,12
